sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Other-service;>50K
Male;*;White;Never-married;Bachelors;United-States;*;Craft-repair;<=50K
Male;*;White;Separated;Assoc-acdm;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Tech-support;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;Some-college;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Protective-serv;>50K
Female;*;White;Divorced;Assoc-voc;United-States;*;Tech-support;<=50K
Male;*;Other;Married-civ-spouse;7th-8th;Puerto-Rico;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;<=50K
Female;*;Black;Divorced;Some-college;United-States;*;Other-service;<=50K
Female;*;Black;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Doctorate;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Divorced;12th;United-States;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;1st-4th;Mexico;*;Machine-op-inspct;<=50K
Female;*;White;Never-married;11th;United-States;*;Other-service;<=50K
Male;*;Black;Separated;11th;United-States;*;Machine-op-inspct;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Sales;<=50K
Male;*;White;Never-married;11th;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Divorced;HS-grad;United-States;*;Farming-fishing;<=50K
Female;*;White;Never-married;10th;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Never-married;Masters;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;HS-grad;Dominican-Republic;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;<=50K
Female;*;White;Married-spouse-absent;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;White;Married-civ-spouse;Assoc-acdm;United-States;*;Other-service;>50K
Male;*;Asian-Pac-Islander;Never-married;Some-college;Philippines;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;>50K
Male;*;Black;Never-married;HS-grad;United-States;*;Farming-fishing;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Protective-serv;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Adm-clerical;<=50K
Female;*;White;Married-civ-spouse;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Armed-Forces;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;9th;Mexico;*;Craft-repair;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Sales;<=50K
Female;*;Black;Widowed;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;Amer-Indian-Eskimo;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Female;*;Black;Never-married;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;>50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Assoc-voc;United-States;*;Machine-op-inspct;>50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;Black;Married-civ-spouse;Some-college;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Never-married;Assoc-acdm;United-States;*;Farming-fishing;<=50K
Male;*;Black;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-spouse-absent;1st-4th;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Tech-support;<=50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Female;*;White;Married-civ-spouse;Bachelors;United-States;*;Tech-support;>50K
Male;*;White;Never-married;Some-college;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Transport-moving;<=50K
Female;*;White;Divorced;Assoc-voc;United-States;*;Other-service;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;9th;United-States;*;Other-service;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Never-married;10th;United-States;*;Other-service;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Assoc-acdm;Portugal;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;White;Married-spouse-absent;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;Black;Married-spouse-absent;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Female;*;White;Divorced;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Female;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Female;*;White;Never-married;Assoc-acdm;United-States;*;Exec-managerial;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Craft-repair;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;5th-6th;El-Salvador;*;Other-service;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;HS-grad;Poland;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Adm-clerical;<=50K
Female;*;White;Divorced;Some-college;France;*;Other-service;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Sales;<=50K
Male;*;Black;Never-married;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Protective-serv;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;<=50K
Female;*;Black;Separated;HS-grad;United-States;*;Adm-clerical;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-spouse-absent;Assoc-voc;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Never-married;Assoc-voc;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Prof-specialty;>50K
Male;*;White;Divorced;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;Amer-Indian-Eskimo;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Exec-managerial;>50K
Male;*;Black;Divorced;Some-college;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Tech-support;>50K
Male;*;White;Divorced;Some-college;United-States;*;Machine-op-inspct;>50K
Female;*;White;Married-civ-spouse;Some-college;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Female;*;White;Divorced;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;<=50K
Female;*;Other;Divorced;11th;Puerto-Rico;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;Black;Married-civ-spouse;HS-grad;United-States;*;Other-service;<=50K
Female;*;White;Married-civ-spouse;Assoc-acdm;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Prof-school;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;12th;United-States;*;Tech-support;<=50K
Female;*;Black;Widowed;1st-4th;United-States;*;Priv-house-serv;<=50K
Male;*;White;Separated;Assoc-voc;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Transport-moving;<=50K
Male;*;White;Never-married;Doctorate;United-States;*;Prof-specialty;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Sales;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Married-civ-spouse;10th;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Protective-serv;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Divorced;Some-college;United-States;*;Exec-managerial;<=50K
Female;*;White;Separated;HS-grad;United-States;*;Other-service;<=50K
Female;*;White;Widowed;11th;United-States;*;Adm-clerical;<=50K
Female;*;Black;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Female;*;Black;Divorced;Assoc-voc;United-States;*;Craft-repair;>50K
Female;*;White;Never-married;11th;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Tech-support;<=50K
Male;*;White;Married-civ-spouse;11th;Mexico;*;Other-service;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Prof-specialty;>50K
Female;*;Black;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;Amer-Indian-Eskimo;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;<=50K
Female;*;White;Separated;7th-8th;Mexico;*;Other-service;<=50K
Male;*;White;Separated;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Divorced;Masters;United-States;*;Exec-managerial;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;11th;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Craft-repair;>50K
Female;*;White;Never-married;Doctorate;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Female;*;White;Divorced;Assoc-acdm;United-States;*;Sales;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Tech-support;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Sales;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;11th;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;10th;United-States;*;Craft-repair;>50K
Male;*;White;Divorced;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;7th-8th;United-States;*;Transport-moving;>50K
Male;*;White;Married-civ-spouse;Bachelors;Canada;*;Prof-specialty;>50K
Female;*;White;Never-married;Bachelors;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Prof-school;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;Some-college;United-States;*;Tech-support;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Tech-support;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Female;*;White;Divorced;7th-8th;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;9th;United-States;*;Other-service;<=50K
Male;*;White;Never-married;Assoc-acdm;United-States;*;Farming-fishing;<=50K
Female;*;Black;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Craft-repair;>50K
Male;*;Amer-Indian-Eskimo;Never-married;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;Black;Separated;HS-grad;United-States;*;Exec-managerial;<=50K
Female;*;White;Never-married;10th;United-States;*;Other-service;<=50K
Female;*;White;Divorced;Masters;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Other-service;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;Black;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Prof-school;United-States;*;Prof-specialty;>50K
Female;*;White;Never-married;Bachelors;United-States;*;Sales;<=50K
Female;*;Black;Widowed;11th;United-States;*;Other-service;<=50K
Female;*;Black;Widowed;9th;United-States;*;Priv-house-serv;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Transport-moving;<=50K
Male;*;White;Married-spouse-absent;9th;El-Salvador;*;Handlers-cleaners;<=50K
Male;*;Black;Never-married;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Female;*;Black;Never-married;Some-college;United-States;*;Other-service;<=50K
Female;*;Black;Separated;10th;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;>50K
Female;*;Black;Married-civ-spouse;Bachelors;United-States;*;Adm-clerical;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;5th-6th;Cuba;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Doctorate;United-States;*;Prof-specialty;>50K
Male;*;White;Divorced;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Separated;Doctorate;United-States;*;Prof-specialty;>50K
Female;*;White;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
